TicketID,CustomerID,IssueType,ResolutionTime,FeedbackScore
4262,2080,Payment,50,1
4263,2568,General,58,7
4264,2179,Payment,52,4
4265,2309,General,13,7
4266,2561,General,59,4
4267,2509,General,39,4
4268,2260,Payment,53,4
4269,2786,Payment,58,8
4270,2292,General,20,2
4271,2885,General,63,8
4272,2291,General,10,1
4273,2542,Technical,26,7
4274,2886,Technical,19,7
4275,2764,Payment,61,6
4276,2063,Technical,34,4
4277,2594,General,44,5
4278,2405,General,18,1
4279,2948,Payment,16,2
4280,2480,Payment,26,7
4281,2325,Technical,65,2
4282,2381,General,66,8
4283,2681,Payment,27,7
4284,2310,Payment,4,8
4285,2343,Technical,51,4
4286,2670,Payment,3,1
4287,2475,Technical,66,7
4288,2056,General,16,1
4289,2847,Technical,28,7
4290,2425,Payment,44,9
4291,2142,Technical,18,5
4292,2661,Technical,2,2
4293,2376,General,44,1
4294,2226,Technical,20,8
4295,2474,Payment,56,4
4296,2025,Payment,23,8
4297,2690,General,60,2
4298,2365,General,71,3
4299,2095,General,45,3
4300,2508,Payment,47,4
4301,2565,Technical,37,9
4302,2816,Payment,8,9
4303,2582,Payment,5,5
4304,2176,General,23,7
4305,2644,General,10,9
4306,2408,Technical,27,1
4307,2490,Technical,1,2
4308,2927,Technical,71,6
4309,2851,Technical,8,3
4310,2459,Payment,11,7
4311,2413,Technical,28,5
4312,2901,Payment,34,8
4313,2338,Payment,43,1
4314,2963,Technical,28,9
4315,2872,Technical,49,6
4316,2331,Payment,61,5
4317,2213,General,37,8
4318,2990,Technical,3,4
4319,2723,General,9,9
4320,2949,Payment,2,5
4321,2345,General,23,1
4322,2576,Payment,51,8
4323,2547,General,17,9
4324,2524,General,25,5
4325,2943,General,27,5
4326,2346,Payment,20,6
4327,2823,Payment,36,9
4328,2248,Payment,28,5
4329,2624,Technical,29,2
4330,2325,Payment,42,3
4331,2467,Technical,58,3
4332,2091,Payment,32,9
4333,2294,Technical,12,8
4334,2541,General,30,6
4335,2524,General,60,5
4336,2659,Payment,11,2
4337,2649,Technical,11,9
4338,2850,General,50,8
4339,2669,General,1,5
4340,2259,Technical,27,6
4341,2087,Payment,32,9
4342,2158,General,6,1
4343,2494,Payment,41,4
4344,2186,Payment,36,5
4345,2344,Technical,39,9
4346,2821,Technical,30,5
4347,2869,General,57,5
4348,2741,Technical,11,3
4349,2516,General,3,8
4350,2569,General,48,7
4351,2950,General,6,8
4352,2509,Payment,7,4
4353,2540,Payment,44,8
4354,2016,Technical,61,4
4355,2525,Technical,54,1
4356,2200,General,51,4
4357,2184,General,48,5
4358,2309,Payment,61,8
4359,2816,Payment,40,6
4360,2508,General,3,5
4361,2281,General,30,3
4362,2834,Technical,24,4
4363,2158,General,67,6
4364,2360,General,2,6
4365,2259,General,44,6
4366,2919,Payment,40,2
4367,2157,Payment,19,8
4368,2425,Technical,63,8
4369,2606,Technical,24,6
4370,2779,Technical,50,4
4371,2021,General,20,2
4372,2639,General,57,6
4373,2347,Payment,50,6
4374,2920,General,58,3
4375,2863,General,31,2
4376,2350,Payment,37,4
4377,2961,Technical,4,8
4378,2385,General,58,5
4379,2438,Payment,10,3
4380,2456,Payment,63,5
4381,2624,Technical,36,9
4382,2746,Payment,55,8
4383,2546,Technical,57,7
4384,2080,Technical,43,4
4385,2987,Technical,65,2
4386,2452,Technical,12,9
4387,2595,Technical,62,3
4388,2541,Payment,24,6
4389,2489,General,2,7
4390,2643,Technical,47,3
4391,2523,Technical,56,3
4392,2392,General,16,3
4393,2574,General,34,3
4394,2359,Technical,18,3
4395,2033,General,29,7
4396,2136,Technical,54,5
4397,2921,Payment,51,4
4398,2600,General,14,6
4399,2922,General,58,8
4400,2410,Payment,35,2
4401,2529,General,9,3
4402,2091,Payment,37,2
4403,2413,Technical,12,7
4404,2299,General,11,2
4405,2487,General,27,5
4406,2765,Payment,43,9
4407,2073,Technical,50,8
4408,2718,Technical,20,8
4409,2261,Payment,13,3
4410,2690,General,47,1
4411,2990,General,8,2
4412,2312,Payment,69,7
4413,2959,Payment,71,4
4414,2825,Payment,64,5
4415,2732,General,44,1
4416,2685,Payment,12,2
4417,2165,Technical,4,9
4418,2840,Payment,40,6
4419,2335,Technical,19,7
4420,2502,Technical,54,5
4421,2732,Payment,1,9
4422,2804,Technical,13,5
4423,2161,General,50,6
4424,2390,Payment,53,9
4425,2760,General,42,5
4426,2883,General,25,4
4427,2972,Technical,44,5
4428,2071,General,61,5
4429,2941,General,21,5
4430,2092,Payment,51,1
4431,2903,Payment,52,5
4432,2361,General,63,5
4433,2321,Technical,54,1
4434,2245,Technical,10,4
4435,2024,Payment,59,8
4436,2557,Payment,8,4
4437,2701,Payment,51,7
4438,2403,Technical,5,6
4439,2373,Payment,42,5
4440,2928,General,12,9
4441,2286,Technical,24,8
4442,2833,General,45,5
4443,2928,Payment,53,7
4444,2441,Technical,53,9
4445,2916,Payment,17,7
4446,2853,Technical,65,3
4447,2595,Payment,58,5
4448,2734,Technical,37,9
4449,2882,Technical,42,9
4450,2988,Technical,70,8
4451,2352,General,40,6
4452,2926,Payment,23,7
4453,2855,Payment,23,7
4454,2219,Technical,49,1
4455,2485,General,7,8
4456,2443,Technical,37,6
4457,2218,Payment,16,7
4458,2702,Payment,38,2
4459,2067,Technical,40,7
4460,2031,Technical,29,8
4461,2322,Technical,17,5
4462,2250,Payment,20,1
4463,2566,Technical,25,6
4464,2010,Technical,60,3
4465,2678,Payment,38,5
4466,2851,Technical,63,9
4467,2927,General,39,7
4468,2285,Payment,64,8
4469,2153,Technical,21,6
4470,2544,Technical,32,9
4471,2529,Payment,28,3
4472,2371,Payment,12,1
4473,2301,General,23,4
4474,2817,Technical,15,8
4475,2855,Technical,12,6
4476,2146,Technical,4,7
4477,2587,Payment,35,9
4478,2891,Payment,61,2
4479,2636,Payment,27,7
4480,2052,Technical,33,4
4481,2404,Technical,13,7
4482,2702,Payment,37,8
4483,2141,General,44,2
4484,2088,Technical,2,7
4485,2427,General,38,8
4486,2084,Payment,37,1
4487,2243,Technical,59,5
4488,2106,General,69,9
4489,2604,Technical,18,2
4490,2355,General,48,6
4491,2021,Technical,66,2
4492,2006,General,49,3
4493,2967,General,58,6
4494,2221,Payment,35,5
4495,2821,Payment,58,4
4496,2087,General,7,7
4497,2692,Technical,9,3
4498,2453,General,69,7
4499,2342,Technical,4,9
4500,2393,Technical,32,2
4501,2352,Technical,5,5
4502,2246,Technical,56,1
4503,2970,Payment,56,7
4504,2686,General,44,2
4505,2113,Technical,13,5
4506,2988,Payment,4,1
4507,2971,Technical,52,1
4508,2583,Technical,15,4
4509,2158,Payment,1,7
4510,2811,Payment,65,7
4511,2237,Technical,11,8
4512,2699,General,61,9
4513,2243,Payment,63,4
4514,2166,General,38,2
4515,2034,Technical,69,3
4516,2255,Technical,45,9
4517,2302,Technical,70,8
4518,2220,Technical,68,6
4519,2032,Technical,4,3
4520,2912,Technical,71,8
4521,2935,General,48,2
4522,2769,Payment,9,4
4523,2509,Technical,47,4
4524,2482,Payment,60,9
4525,2233,General,52,8
4526,2953,Technical,33,7
4527,2215,Technical,58,4
4528,2242,Payment,48,7
4529,2245,Payment,5,1
4530,2020,Payment,27,8
4531,2210,Technical,41,8
4532,2722,Payment,1,9
4533,2426,Payment,51,9
4534,3000,General,16,1
4535,2981,Technical,32,7
4536,2072,Technical,47,1
4537,2674,Technical,23,6
4538,2178,Payment,15,5
4539,2523,General,26,2
4540,2875,Payment,37,3
4541,2299,Technical,55,8
4542,2266,Payment,2,2
4543,2520,Technical,19,4
4544,2495,Payment,32,3
4545,2968,Payment,69,7
4546,2275,Technical,55,8
4547,2705,Payment,56,4
4548,2823,Technical,29,6
4549,2948,Payment,36,3
4550,2771,Payment,71,7
4551,2053,Payment,53,8
4552,2812,Technical,39,7
4553,2608,Payment,11,4
4554,2816,Payment,30,9
4555,2822,General,53,8
4556,2400,General,8,6
4557,2414,Technical,20,2
4558,2604,Technical,12,7
4559,2924,Technical,67,9
4560,2656,Technical,50,9
4561,2489,Payment,12,9
4562,2502,Payment,54,9
4563,2307,Technical,54,6
4564,2417,Technical,19,1
4565,2509,General,14,6
4566,2921,Technical,52,5
4567,2530,General,22,7
4568,2638,Technical,4,8
4569,2666,Technical,59,1
4570,2006,Payment,34,4
4571,2422,Technical,64,4
4572,2940,General,18,1
4573,2451,Payment,31,4
4574,2427,General,42,7
4575,2390,Technical,3,6
4576,2334,Payment,55,4
4577,2448,General,10,2
4578,2338,Technical,71,7
4579,2848,General,22,8
4580,2088,Technical,23,9
4581,2269,General,13,9
4582,2065,Technical,40,4
4583,2678,General,13,3
4584,2064,Payment,51,5
4585,2270,Technical,64,6
4586,2657,Technical,13,8
4587,2377,General,29,3
4588,2845,Technical,71,6
4589,2781,Payment,47,5
4590,2329,General,26,7
4591,2902,General,70,9
4592,2518,General,23,7
4593,2633,Payment,56,6
4594,2862,Payment,19,9
4595,2421,Technical,50,4
4596,2313,General,35,1
4597,2309,Payment,49,8
4598,2814,Technical,46,6
4599,2846,Payment,70,6
4600,2644,Payment,53,5
4601,2802,Payment,31,3
4602,2962,Technical,22,6
4603,2959,Payment,67,1
4604,2189,Payment,8,7
4605,2721,Payment,19,6
4606,2042,General,31,5
4607,2590,Payment,32,3
4608,2320,General,55,8
4609,2657,Payment,31,4
4610,2445,General,67,9
4611,2374,Payment,51,9
4612,2286,General,27,5
4613,2171,General,48,7
4614,2605,General,43,6
4615,2263,Payment,51,6
4616,2969,Technical,69,4
4617,2942,General,71,8
4618,2535,General,50,3
4619,2804,General,61,5
4620,2142,General,41,1
4621,2148,General,51,1
4622,2440,Technical,24,9
4623,2628,Payment,30,4
4624,2593,Technical,52,9
4625,2416,Payment,50,7
4626,2025,Technical,57,8
4627,2627,Payment,62,9
4628,2094,General,53,1
4629,2305,Payment,68,7
4630,2185,Payment,69,8
4631,2283,General,31,2
4632,2155,General,30,9
4633,2686,Payment,10,1
4634,2863,Payment,44,3
4635,2685,General,6,9
4636,2666,Technical,27,1
4637,2014,General,20,4
4638,2890,Payment,20,6
4639,2816,Payment,12,6
4640,2640,Payment,49,4
4641,2341,General,52,1
4642,2604,General,10,5
4643,2783,Technical,5,5
4644,2734,Payment,64,3
4645,2473,Payment,58,3
4646,2819,General,8,4
4647,2822,Payment,30,3
4648,2907,Technical,17,3
4649,2108,General,67,3
4650,2331,Payment,21,7
4651,2540,General,16,9
4652,2439,General,27,1
4653,2709,Technical,6,8
4654,2988,General,42,1
4655,2712,Payment,16,9
4656,2666,Technical,45,8
4657,2384,General,3,6
4658,2582,Payment,40,6
4659,2160,General,20,7
4660,2432,General,7,8
4661,2864,Technical,59,7
4662,2396,Technical,11,1
4663,2966,Technical,52,4
4664,2973,Technical,3,4
4665,2615,Payment,21,9
4666,2488,General,53,9
4667,2748,Technical,30,3
4668,2189,Payment,11,9
4669,2418,Technical,25,5
4670,2343,General,50,6
4671,2361,Technical,9,7
4672,2109,General,45,3
4673,2849,General,29,4
4674,2301,Payment,62,5
4675,2368,Technical,15,1
4676,2255,Technical,19,8
4677,2316,General,15,7
4678,2705,Technical,39,2
4679,2071,General,35,7
4680,2269,Payment,13,9
4681,2846,Technical,16,5
4682,2501,General,67,6
4683,2209,Technical,55,5
4684,2478,Technical,65,1
4685,2176,Payment,35,6
4686,2239,General,16,7
4687,2893,Payment,1,5
4688,2945,Payment,50,3
4689,2610,Payment,14,6
4690,2859,General,62,7
4691,2442,General,7,9
4692,2601,Technical,23,7
4693,2764,General,63,3
4694,2492,Payment,29,1
4695,2099,General,22,7
4696,2329,Technical,6,8
4697,2326,Payment,29,1
4698,2445,Technical,2,5
4699,2666,General,64,8
4700,2998,Technical,36,7
4701,2295,Technical,20,2
4702,2442,General,55,4
4703,2795,Technical,37,6
4704,2808,General,52,7
4705,2891,Payment,69,7
4706,2031,Technical,70,3
4707,2131,Payment,22,8
4708,2728,General,15,7
4709,2527,General,47,4
4710,2438,Technical,71,4
4711,2326,Technical,69,4
4712,2267,General,52,5
4713,2286,General,39,2
4714,2291,Payment,2,9
4715,2368,Payment,45,6
4716,2486,Technical,24,8
4717,2555,Technical,61,1
4718,2957,Technical,65,6
4719,2168,Technical,53,6
4720,2861,Technical,21,8
4721,2471,Technical,67,1
4722,2938,Technical,1,5
4723,2767,Technical,59,3
4724,2170,Payment,47,6
4725,2887,General,18,9
4726,2771,General,33,3
4727,2346,Technical,15,9
4728,2078,General,24,9
4729,2851,Technical,36,1
4730,2085,Payment,60,2
4731,2892,Technical,34,4
4732,2661,Payment,51,7
4733,2201,Payment,40,2
4734,2589,Payment,22,7
4735,2361,Technical,16,5
4736,2762,Payment,42,7
4737,2565,Technical,16,9
4738,2812,Payment,5,9
4739,2302,Payment,6,3
4740,2293,General,42,3
4741,2294,Technical,30,7
4742,2109,General,32,5
4743,2365,Payment,53,5
4744,2600,General,19,5
4745,2678,Payment,51,9
4746,2494,General,28,4
4747,2267,General,47,6
4748,2093,Technical,1,6
4749,2685,Technical,68,7
4750,2064,General,57,2
4751,2428,General,22,6
4752,2638,Technical,58,9
4753,2368,Payment,13,3
4754,2742,Payment,39,2
4755,2105,Payment,27,8
4756,2209,Payment,39,1
4757,2574,General,12,8
4758,2752,Payment,24,5
4759,2474,General,18,9
4760,2061,General,15,9
4761,2346,Payment,60,4
4762,2012,Payment,16,1
4763,2466,Payment,47,5
4764,2649,Technical,24,7
4765,2195,General,45,9
4766,2074,Payment,19,9
4767,2875,Technical,41,9
4768,2386,General,31,6
4769,2136,General,16,2
4770,2884,General,23,5
4771,2555,Payment,23,3
4772,2914,Payment,41,6
4773,2436,General,18,5
4774,2039,General,36,1
4775,2543,Technical,12,2
4776,2654,Technical,69,5
4777,2320,General,51,6
4778,2871,Technical,32,1
4779,2865,General,71,7
4780,2989,Technical,36,3
4781,2556,General,40,1
4782,2700,Payment,70,7
4783,2353,General,38,7
4784,2995,Payment,54,3
4785,2514,General,4,6
4786,2483,Payment,46,4
4787,2416,Technical,63,4
4788,2804,Payment,50,9
4789,2823,Technical,30,7
4790,2370,General,16,6
4791,2343,Technical,52,9
4792,2959,Technical,4,3
4793,2325,Technical,26,4
4794,2367,General,29,9
4795,2336,Payment,11,4
4796,2296,Technical,24,7
4797,2024,General,51,9
4798,2885,Technical,42,4
4799,2442,Payment,39,9
4800,2104,Technical,7,7
4801,2412,Technical,18,4
4802,2574,Technical,3,3
4803,2665,Payment,63,6
4804,2775,Payment,20,3
4805,2294,General,70,7
4806,2967,Technical,17,1
4807,2887,Technical,59,7
4808,2243,Technical,54,3
4809,2342,Technical,13,9
4810,2854,Payment,42,6
4811,2859,Payment,44,7
4812,2633,Technical,67,9
4813,2865,Technical,20,6
4814,2173,Technical,47,2
4815,2416,Technical,24,6
4816,2103,General,51,6
4817,2160,General,18,2
4818,2257,Technical,23,7
4819,2714,Technical,1,9
4820,2557,Technical,66,4
4821,2576,General,5,5
4822,2196,Payment,18,6
4823,2989,General,35,1
4824,2391,General,25,8
4825,2934,Technical,24,9
4826,2070,Technical,13,1
4827,2693,Payment,21,4
4828,2843,Technical,39,6
4829,2247,Technical,34,1
4830,2329,Payment,19,3
4831,2158,Technical,28,7
4832,2918,Technical,11,8
4833,2698,Technical,49,8
4834,2743,General,35,5
4835,2585,Technical,57,1
4836,2055,General,28,1
4837,2486,Technical,66,8
4838,2243,Technical,65,5
4839,2814,General,22,9
4840,2353,General,51,1
4841,2410,Technical,9,2
4842,2960,Payment,71,4
4843,2976,Technical,36,7
4844,2905,General,54,4
4845,2727,Technical,38,8
4846,2015,Technical,66,7
4847,2147,General,43,5
4848,2490,Payment,5,7
4849,2656,Payment,37,8
4850,2025,General,58,3
4851,2611,General,63,3
4852,2691,Technical,51,2
4853,2333,General,43,4
4854,2174,General,67,4
4855,2775,Technical,67,4
4856,2290,Technical,65,2
4857,2570,Technical,62,7
4858,2846,Payment,63,3
4859,2791,Payment,30,1
4860,2919,General,38,2
4861,2145,Technical,51,5
4862,2909,General,38,9
4863,2122,General,67,4
4864,2027,Payment,48,6
4865,2066,Payment,12,3
4866,2101,General,20,9
4867,2926,Technical,2,2
4868,2388,Payment,55,8
4869,2094,Payment,6,3
4870,2067,Payment,62,8
4871,2250,General,49,3
4872,2142,Payment,54,4
4873,2267,Technical,10,8
4874,2552,Payment,24,4
4875,2215,General,29,9
4876,2489,General,6,9
4877,2496,General,58,6
4878,2480,General,57,1
4879,2643,Technical,3,9
4880,2490,General,24,9
4881,2001,Payment,19,7
4882,2009,Technical,9,9
4883,2880,General,30,8
4884,2841,General,44,9
4885,2380,Technical,53,9
4886,2844,Payment,68,7
4887,2897,Technical,60,6
4888,2144,Payment,23,2
4889,2862,Payment,61,7
4890,2840,General,7,1
4891,2302,Technical,44,6
4892,2650,Technical,55,6
4893,2417,General,39,7
4894,2870,General,59,2
4895,2809,Payment,5,4
4896,2179,General,42,2
4897,2278,Technical,14,4
4898,2144,General,27,3
4899,2339,General,16,2
4900,2459,General,2,2
4901,2702,General,19,3
4902,2949,General,23,4
4903,2331,Payment,41,7
4904,2270,General,14,4
4905,2999,General,47,7
4906,2187,Technical,63,4
4907,2666,General,8,3
4908,2172,Technical,27,8
4909,2404,Technical,40,3
4910,2468,Technical,28,8
4911,2247,Technical,68,2
4912,2901,Payment,61,3
4913,2961,Payment,38,4
4914,2523,Technical,24,3
4915,2559,Payment,28,6
4916,2778,Payment,41,9
4917,2829,General,18,8
4918,2111,Payment,49,4
4919,2988,Technical,26,2
4920,2813,Technical,3,1
4921,2303,Technical,38,4
4922,2930,Technical,14,5
4923,2886,General,1,2
4924,2909,Payment,11,3
4925,2473,Technical,40,4
4926,2791,General,4,3
4927,2292,Technical,34,8
4928,2959,Payment,65,2
4929,2252,General,56,9
4930,2588,Payment,10,6
4931,2175,General,71,1
4932,2109,Technical,64,8
4933,2962,Technical,13,6
4934,2340,Payment,22,4
4935,2848,Payment,56,6
4936,2014,General,65,2
4937,2693,Payment,13,1
4938,2322,Payment,1,6
4939,2945,Technical,38,8
4940,2784,Technical,58,5
4941,2964,Technical,25,8
4942,2043,Technical,42,3
4943,2461,Technical,33,6
4944,2102,Technical,57,1
4945,2625,Technical,37,3
4946,2705,General,57,4
4947,2009,Technical,62,5
4948,2149,Technical,3,3
4949,2338,Technical,30,8
4950,2224,Technical,67,5
4951,2110,Technical,63,7
4952,2354,Payment,23,5
4953,2084,Payment,66,8
4954,2555,Technical,61,1
4955,2066,Technical,2,3
4956,2388,Technical,27,3
4957,2891,General,48,3
4958,2621,Technical,63,6
4959,2614,General,5,9
4960,2135,General,1,6
4961,2086,Technical,22,5
4962,2084,Payment,24,1
4963,2954,Technical,59,2
4964,2227,Technical,50,1
4965,2260,Payment,23,6
4966,2892,Payment,18,3
4967,2020,Technical,22,5
4968,2035,Technical,44,6
4969,2865,General,44,5
4970,2755,Payment,37,3
4971,2443,General,7,2
4972,2981,General,24,2
4973,2941,General,41,2
4974,2270,General,70,4
4975,2735,Payment,71,4
4976,2406,Payment,18,3
4977,2508,Payment,60,8
4978,2304,Technical,52,4
4979,2670,General,49,8
4980,2285,Technical,67,3
4981,2548,Payment,45,2
4982,2810,Payment,9,8
4983,2029,Technical,26,6
4984,2391,General,26,2
4985,2416,Payment,30,7
4986,2909,General,27,7
4987,2767,General,4,4
4988,2909,Payment,51,8
4989,2950,Technical,70,3
4990,2142,General,10,9
4991,2646,Technical,36,5
4992,2656,General,46,3
4993,2809,General,6,9
4994,2948,Payment,70,2
4995,2880,Technical,3,2
4996,2341,General,50,3
4997,2245,Technical,42,9
4998,2766,General,54,3
4999,2876,Technical,39,5
5000,2912,Technical,55,9
